subj;trial;block;prior;kappa;ct;delay;fix;keypressed;R;T_Angle;resp_mod;choice_x;choice_y;init_resp_angle;choiceAngle;choiceR;RT;MT;ts_b;ts_f;ts_p;ts_d;ts_r;ts_e;m_pos_x;m_pos_y;m_clock

S01;4;3;0;1;False;1000;True;;8;92.7058608826309;drag;L;-0.59528077;7.0583286;94.82;7.08;1.8835905999876559;1.8836971999844536;1685443064.585835;1685443064.6039994;1685443065.359566;1685443065.8594313;1685443066.841089;1685443068.7248604;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0850401, -0.2267736, -0.36850712, -0.4535472, -0.56693405, -0.6236274, -0.6803208, -0.7086675, -0.73701423, -0.73701423, -0.73701423, -0.73701423, -0.73701423, -0.73701423, -0.73701423, -0.73701423, -0.73701423, -0.73701423, -0.7086675, -0.6803208, -0.6803208, -0.6803208, -0.6803208, -0.6803208, -0.65197414, -0.65197414, -0.65197414, -0.65197414, -0.65197414, -0.65197414, -0.65197414, -0.65197414, -0.65197414, -0.6803208, -0.6803208, -0.6803208, -0.6803208, -0.6803208, -0.6803208, -0.65197414, -0.65197414, -0.6236274, -0.6236274, -0.6236274, -0.6236274, -0.6236274, -0.6236274, -0.6236274, -0.6236274, -0.6236274, -0.6236274, -0.59528077, -0.59528077, -0.59528077, -0.59528077, -0.59528077, -0.59528077, -0.59528077, -0.59528077, -0.59528077, -0.59528077, -0.59528077, -0.59528077, -0.59528077, -0.59528077, -0.59528077, -0.59528077];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.56693405, 1.2756016, 2.1260026, 2.6078966, 3.0330973, 3.2598708, 3.4582977, 3.713418, 3.8834982, 3.968538, 4.110272, 4.166965, 4.3086987, 4.3937387, 4.5354724, 4.762246, 4.960673, 5.130753, 5.32918, 5.4425664, 5.527607, 5.612647, 5.6409936, 5.75438, 5.8677673, 5.981154, 6.0661945, 6.1228876, 6.1795807, 6.2362742, 6.292968, 6.378008, 6.4630475, 6.5764346, 6.633128, 6.6898212, 6.7465153, 6.774862, 6.8599014, 6.9165955, 6.944942, 7.0016356, 7.0016356, 7.029982, 7.029982, 7.0583286, 7.0583286, 7.0583286, 7.0583286, 7.0583286, 7.0583286, 7.0583286, 7.0583286, 7.0583286, 7.0583286, 7.0583286, 7.0583286, 7.0583286, 7.0583286, 7.0583286, 7.0583286, 7.0583286, 7.0583286, 7.0583286, 7.0583286, 7.0583286, 7.0583286];[0.0049643999664112926, 0.018103000009432435, 0.03468589996919036, 0.05239959998289123, 0.06830330000957474, 0.08492930000647902, 0.10063080000691116, 0.12099700001999736, 0.13390830002026632, 0.15162939997389913, 0.16750829998636618, 0.18545749998884276, 0.20098859997233376, 0.21802309999475256, 0.2332571999868378, 0.25076999998418614, 0.2672243000124581, 0.2839597999700345, 0.3004864999675192, 0.31845500000054017, 0.333729800011497, 0.3523249999852851, 0.36732259998098016, 0.3843570000026375, 0.40151900000637397, 0.4196184999891557, 0.43466149998130277, 0.4541437000152655, 0.4687471999786794, 0.4862637000042014, 0.5016524000093341, 0.519372700015083, 0.5355694000027142, 0.5531191999907605, 0.567947399977129, 0.5878282000194304, 0.6009071000153199, 0.618747100001201, 0.63471060001757, 0.6521763000055216, 0.6684964000014588, 0.6860749999759719, 0.7015276000020094, 0.7187505000038072, 0.7346346999984235, 0.7516887999954633, 0.7689087999751791, 0.7850120000075549, 0.8008376999641769, 0.8199626000132412, 0.837150199979078, 0.8527766999904998, 0.8687575999647379, 0.8866572999977507, 0.9000026999856345, 0.9191805999726057, 0.9353256999747828, 0.9512035999796353, 0.9698696999694221, 0.9860051000141539, 1.0020113000064157, 1.0191956000053324, 1.0362961000064388, 1.0523263000068255, 1.0679898000089452, 1.0850141000119038, 1.100415900000371, 1.1177092000143602, 1.134376899979543, 1.1537508000037633, 1.1672711999854073, 1.184677399985958, 1.2024941999698058, 1.2186023999820463, 1.2344580999924801, 1.2514261999749579, 1.2676946999854408, 1.2871585999964736, 1.300894399988465, 1.321868999977596, 1.3338635999825783, 1.3557216000044718, 1.3703585999901406, 1.3853125000023283, 1.401656500005629, 1.4189804999623448, 1.4348984999815002, 1.4546039999695495, 1.4669900999870151, 1.4841881999745965, 1.5002181999734603, 1.5168996999855153, 1.5333193999831565, 1.5522371999686584, 1.5668997999746352, 1.5846755999955349, 1.6008961999905296, 1.6190110999741592, 1.6342557999887504, 1.6514313999796286, 1.6675762999802828, 1.6853521000011824, 1.7004381999722682, 1.7185164999682456, 1.7345875999890268, 1.7518232999718748, 1.7666074999724515, 1.7843336999649182, 1.8016594999935478, 1.8186436999822035, 1.8329579000128433, 1.8528731999685988, 1.8677858000155538]

S01;5;3;0;1;False;3000;True;;8;-12.367071665480015;drag;L;6.321315;-1.8425356;-16.25;6.58;1.5493406999739818;1.5494276999961585;1685443069.5848825;1685443069.6034591;1685443070.3586917;1685443070.8599033;1685443073.8586457;1685443075.4084244;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6803208, 1.0771747, 1.5023751, 2.182696, 2.66459, 3.3732576, 3.770111, 3.996885, 4.252005, 4.422086, 4.5354724, 4.733899, 4.9039793, 5.0740595, 5.1874466, 5.32918, 5.41422, 5.4992604, 5.5843005, 5.7260337, 5.811074, 5.9528074, 6.037847, 6.1228876, 6.2079277, 6.264621, 6.321315, 6.378008, 6.378008, 6.4063544, 6.4063544, 6.4063544, 6.4063544, 6.4063544, 6.4063544, 6.4063544, 6.378008, 6.3496614, 6.3496614, 6.321315, 6.321315, 6.321315, 6.321315, 6.321315, 6.321315, 6.321315, 6.321315, 6.321315, 6.321315, 6.321315, 6.321315, 6.321315, 6.321315, 6.321315, 6.321315, 6.321315, 6.321315, 6.321315, 6.321315, 6.321315];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.3401604, -0.53858733, -0.76536095, -1.0488279, -1.2472548, -1.5307219, -1.6724553, -1.7291489, -1.8425356, -1.899229, -1.9275757, -1.984269, -2.012616, -2.0693092, -2.0976558, -2.0976558, -2.1260026, -2.1260026, -2.1260026, -2.1260026, -2.1260026, -2.0976558, -2.0693092, -2.0693092, -2.0409625, -2.012616, -2.012616, -2.012616, -2.012616, -2.012616, -1.984269, -1.984269, -1.9559225, -1.9559225, -1.899229, -1.899229, -1.8708823, -1.8708823, -1.8425356, -1.8425356, -1.8425356, -1.8425356, -1.8425356, -1.8425356, -1.8425356, -1.8425356, -1.8425356, -1.8425356, -1.8425356, -1.8425356, -1.8425356, -1.8425356, -1.8425356, -1.8425356, -1.8425356, -1.8425356, -1.8425356, -1.8425356, -1.8425356, -1.8425356];[0.004581799963489175, 0.018634499981999397, 0.0345143000013195, 0.04980819998309016, 0.06848939997144043, 0.08407299994723871, 0.10149159998400137, 0.11724819999653846, 0.1351254999754019, 0.1498515999992378, 0.16784549999283627, 0.18383289995836094, 0.19969619996845722, 0.2168178999563679, 0.23384419997455552, 0.25048160000005737, 0.26676749996840954, 0.282969799998682, 0.30158839997602627, 0.31685569998808205, 0.33500419999472797, 0.3504319999483414, 0.36862669995753095, 0.38361619994975626, 0.40109379997011274, 0.4172217999584973, 0.434715099981986, 0.45145579997915775, 0.467449999996461, 0.482963899965398, 0.5013433999847621, 0.5163553999736905, 0.5343116999720223, 0.5504582999856211, 0.5677083999617025, 0.5847392999567091, 0.6012539999792352, 0.6179379999521188, 0.6364413999835961, 0.6495049999793991, 0.6673461999744177, 0.6834904999705032, 0.7023072999436408, 0.7176319999853149, 0.7341006999486126, 0.7490610999520868, 0.7691232999786735, 0.7826416999450885, 0.8047482999972999, 0.8175036999746226, 0.8339802999980748, 0.850899999961257, 0.867662999953609, 0.8842289999593049, 0.9015160999842919, 0.9156837999471463, 0.9337851999443956, 0.9532870999537408, 0.9665188999497332, 0.9843875999795273, 0.9995765999774449, 1.0152089999755844, 1.034928199951537, 1.049394499976188, 1.067322899994906, 1.0837027999805287, 1.100070999993477, 1.1174075999879278, 1.1340985999559052, 1.15128759999061, 1.1670152999577112, 1.1826271999743767, 1.2017010999843478, 1.2166851999936625, 1.2341292999917641, 1.2504227999597788, 1.2673932999605313, 1.2836556999827735, 1.3007469999720342, 1.3165150999557227, 1.3339211999555118, 1.3492291999864392, 1.3671193999471143, 1.3836030999664217, 1.4004526999779046, 1.4158945999806747, 1.4343210999504663, 1.4500463999575004, 1.4676095999893732, 1.4841964999795891, 1.5014494999777526, 1.5167256999993697, 1.534300799947232]

S01;6;3;0;1;False;1000;True;;8;-57.573229885058446;drag;L;4.6772056;-5.300833;-48.58;7.07;2.31548810005188;2.3155932999798097;1685443076.2492266;1685443076.2534044;1685443077.0085893;1685443077.5076272;1685443078.4916697;1685443080.807272;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.36850712, 0.93544114, 1.2472548, 1.5307219, 1.899229, 2.0976558, 2.3244295, 2.57955, 2.6929367, 2.7779768, 2.9197102, 3.0047503, 3.1181371, 3.1748307, 3.2598708, 3.3732576, 3.4299507, 3.4582977, 3.514991, 3.5716846, 3.6000311, 3.6283777, 3.6567245, 3.6850712, 3.7417645, 3.770111, 3.8551514, 3.8834982, 3.996885, 4.0535784, 4.110272, 4.1953115, 4.2803516, 4.337045, 4.365392, 4.3937387, 4.4504323, 4.478779, 4.5071254, 4.5354724, 4.563819, 4.5921655, 4.620512, 4.620512, 4.648859, 4.648859, 4.648859, 4.6772056, 4.6772056, 4.6772056, 4.6772056, 4.6772056, 4.6772056, 4.6772056, 4.6772056, 4.6772056, 4.6772056, 4.6772056, 4.6772056, 4.6772056, 4.6772056, 4.6772056, 4.6772056, 4.6772056, 4.6772056, 4.6772056, 4.6772056, 4.6772056, 4.6772056, 4.6772056];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.28346702, -0.7086675, -0.9921345, -1.2472548, -1.6441087, -1.8425356, -2.0976558, -2.4378164, -2.6362433, -2.7496302, -2.9764037, -3.1181371, -3.316564, -3.4582977, -3.5716846, -3.770111, -3.8551514, -3.968538, -4.0535784, -4.110272, -4.1953115, -4.2236586, -4.2803516, -4.365392, -4.422086, -4.478779, -4.5921655, -4.620512, -4.7055526, -4.762246, -4.818939, -4.9039793, -4.960673, -5.017366, -5.045713, -5.0740595, -5.1024065, -5.130753, -5.1591, -5.1874466, -5.2441397, -5.2441397, -5.2724867, -5.300833, -5.300833, -5.300833, -5.300833, -5.300833, -5.300833, -5.300833, -5.300833, -5.300833, -5.300833, -5.300833, -5.300833, -5.300833, -5.300833, -5.300833, -5.300833, -5.300833, -5.300833, -5.300833, -5.300833, -5.300833, -5.300833, -5.300833, -5.300833, -5.300833, -5.300833, -5.300833];[0.004364099993836135, 0.018083899980410933, 0.034707299957517534, 0.051030299975536764, 0.06762689998140559, 0.08480149996466935, 0.10184309998294339, 0.11877389997243881, 0.1338856999645941, 0.1513287000125274, 0.16818269999930635, 0.18629559996770695, 0.19975149998208508, 0.2188911999692209, 0.2329465000075288, 0.25302279996685684, 0.2677110999939032, 0.28383889998076484, 0.3001867000130005, 0.31748199998401105, 0.3337244999711402, 0.35130459995707497, 0.3675394000019878, 0.38572739996016026, 0.4020553999580443, 0.4189382999902591, 0.4343830999569036, 0.4513593000010587, 0.46724689996335655, 0.4850170999998227, 0.5015114999841899, 0.5193956999573857, 0.5336042999988422, 0.5521479999879375, 0.5669984999694861, 0.5864466999773867, 0.601147299981676, 0.6192003999603912, 0.633407499990426, 0.6524608999607153, 0.6674093999899924, 0.6848905999795534, 0.701083899999503, 0.7191436999710277, 0.7346814000047743, 0.7528199999942444, 0.7676131000043824, 0.7856630999594927, 0.8009976999601349, 0.8192295999615453, 0.8340277000097558, 0.8530740999849513, 0.8666942999698222, 0.8862522999988869, 0.9005440999753773, 0.9187103000003844, 0.9349164000013843, 0.9517172999912873, 0.9674315999727696, 0.9853567999671213, 1.000457499991171, 1.0184311000048183, 1.0338127999566495, 1.0529739999910817, 1.066322600003332, 1.0843029000097886, 1.1019315999583341, 1.118482799967751, 1.133899400010705, 1.1513457999681123, 1.1689398000016809, 1.1831496999948286, 1.2009902999852784, 1.2188158999779262, 1.2329644999699667, 1.2516030999831855, 1.2666419000015594, 1.2836509000044316, 1.300262600008864, 1.3176933999639004, 1.3326678999583237, 1.3506692000082694, 1.3658494999981485, 1.384124799980782, 1.4010434999945574, 1.4173716999939643, 1.4342384999617934, 1.4497607999946922, 1.4676257999963127, 1.4838588999700733, 1.499482499959413, 1.5178895000135526, 1.5326091999886557, 1.550169599999208, 1.564796699967701, 1.5822075000032783, 1.5995816999929957, 1.6173670999705791, 1.6346169000025839, 1.6504788000020199, 1.6656411999720149, 1.6844740000087768, 1.7025342999841087, 1.7163856999832205, 1.7330724999774247, 1.7509936999995261, 1.7670389999984764, 1.7849181999918073, 1.8007747000083327, 1.8169897999614477, 1.8326899000094272, 1.8498414999921806, 1.8672430999577045, 1.885504400008358, 1.9014956000028178, 1.91700379998656, 1.9334560999996029, 1.9513291000039317, 1.9671258999733254, 1.9852026999578811, 2.001061099988874, 2.016905799973756, 2.03420220001135, 2.050891699967906, 2.0673824999830686, 2.085938800009899, 2.1011741000111215, 2.1182970000081696, 2.1353191999951378, 2.1521152000059374, 2.1678248000098392, 2.1855588000034913, 2.200436199957039, 2.217322000011336, 2.2323052999563515, 2.249724799999967, 2.2666419000015594, 2.2841818999731913, 2.3001969999750145]

S01;7;3;0;1;False;3000;True;;8;165.24192973053053;drag;L;-6.8599014;2.7212832;158.36;7.38;1.697979699994903;1.698098899971228;1685443081.5266507;1685443081.536202;1685443082.2889411;1685443082.793507;1685443085.792037;1685443087.490148;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.56693405, -0.9070944, -1.3039483, -2.57955, -3.2882173, -4.1953115, -4.6772056, -5.017366, -5.2724867, -5.3858733, -5.4992604, -5.612647, -5.66934, -5.75438, -5.8394203, -5.9528074, -6.0661945, -6.1228876, -6.2079277, -6.292968, -6.3496614, -6.434701, -6.548088, -6.633128, -6.6898212, -6.7465153, -6.774862, -6.8032084, -6.831555, -6.831555, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014, -6.8599014];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19842692, 0.3401604, 0.48189393, 0.93544114, 1.2472548, 1.7858423, 2.0976558, 2.2677362, 2.4094696, 2.4378164, 2.466163, 2.4945097, 2.4945097, 2.5228565, 2.5512033, 2.5512033, 2.57955, 2.6078966, 2.6078966, 2.6362433, 2.66459, 2.66459, 2.6929367, 2.7212832, 2.7212832, 2.7496302, 2.7496302, 2.7496302, 2.7496302, 2.7496302, 2.7496302, 2.7496302, 2.7496302, 2.7496302, 2.7496302, 2.7496302, 2.7496302, 2.7496302, 2.7496302, 2.7496302, 2.7496302, 2.7496302, 2.7496302, 2.7496302, 2.7496302, 2.7496302, 2.7496302, 2.7212832, 2.7212832, 2.7212832, 2.7212832, 2.7212832, 2.7212832, 2.7212832, 2.7212832, 2.7212832, 2.7212832, 2.7212832, 2.7212832, 2.7212832, 2.7212832, 2.7212832, 2.7212832, 2.7212832, 2.7212832, 2.7212832, 2.7212832, 2.7212832, 2.7212832, 2.7212832, 2.7212832, 2.7212832];[0.005673499952536076, 0.02974039997207001, 0.05153050000080839, 0.06682919996092096, 0.08417459996417165, 0.09972349996678531, 0.1175657999701798, 0.1332338000065647, 0.15078709996305406, 0.1664133999729529, 0.18494109995663166, 0.19900829996913671, 0.21765409997897223, 0.23162489995593205, 0.25082819996168837, 0.26622789999237284, 0.2827189000090584, 0.29848519997904077, 0.3187141999951564, 0.33181750000221655, 0.3505460000014864, 0.36664209997979924, 0.38442719995509833, 0.3996809999807738, 0.4179782999563031, 0.43177869997452945, 0.4493390999850817, 0.46530779998283833, 0.48275069997180253, 0.5000973999849521, 0.5151082999655046, 0.532410699990578, 0.5496519999578595, 0.5650539000052959, 0.5835577999823727, 0.599283599993214, 0.6178922999533825, 0.6334933000034653, 0.649014399969019, 0.6665906999842264, 0.6832966000074521, 0.69987949996721, 0.717321899952367, 0.7315155999967828, 0.750793099985458, 0.7663495999877341, 0.7830968999769539, 0.7996416999958456, 0.8162651999737136, 0.8313287000055425, 0.8494829999981448, 0.8650675999815576, 0.8818341000005603, 0.8994009000016376, 0.9166532999952324, 0.932176599977538, 0.9489062000066042, 0.9650647999951616, 0.9837338000070304, 0.999099699954968, 1.0166287999600172, 1.0319583999807946, 1.0499009999912232, 1.0662164999521337, 1.0831443999777548, 1.0993632999598049, 1.115872099995613, 1.1323611999978311, 1.1498845999594778, 1.1649214999633841, 1.183217899990268, 1.19964369997615, 1.2170280999853276, 1.2328106999630108, 1.2494056999566965, 1.2654489999986254, 1.2847035999875516, 1.2987081999890506, 1.316798999963794, 1.3345777000067756, 1.3493267999729142, 1.365653399960138, 1.3829512999509461, 1.3983328999602236, 1.4160316999768838, 1.4320042000035755, 1.4498061999911442, 1.4656634999555536, 1.4841672999900766, 1.4992433000006713, 1.5167079999810085, 1.5331549999536946, 1.5517664999933913, 1.5655373999616131, 1.584123999986332, 1.5990536999888718, 1.6162672999780625, 1.632566099986434, 1.6497911000042222, 1.6655092999571934, 1.6843772999709472]

S01;8;3;0;1;False;3000;True;;8;147.10308424838087;drag;L;-7.143369;3.2031772;155.85;7.83;1.5146981999860145;1.5148286000476219;1685443088.268054;1685443088.285957;1685443089.042291;1685443089.542658;1685443092.541616;1685443094.0559936;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.3118137, -0.76536095, -1.6441087, -2.0976558, -2.4094696, -2.7212832, -2.948057, -3.146484, -3.4582977, -3.6283777, -3.968538, -4.1953115, -4.563819, -4.960673, -5.130753, -5.215793, -5.2724867, -5.3575263, -5.41422, -5.4709134, -5.5559535, -5.612647, -5.697687, -5.75438, -5.8394203, -5.9528074, -6.151234, -6.321315, -6.5197415, -6.6047816, -6.7181687, -6.831555, -6.888248, -6.944942, -7.029982, -7.0583286, -7.086675, -7.086675, -7.1150217, -7.143369, -7.143369, -7.143369, -7.143369, -7.143369, -7.143369, -7.143369, -7.143369, -7.143369, -7.143369, -7.143369, -7.143369, -7.143369, -7.143369, -7.143369, -7.143369, -7.143369, -7.143369, -7.143369, -7.143369];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1700802, 0.5102406, 1.0488279, 1.3039483, 1.5023751, 1.7008021, 1.8141888, 1.9275757, 2.0409625, 2.0976558, 2.2677362, 2.381123, 2.57955, 2.8630168, 2.9764037, 3.0047503, 3.0330973, 3.0614438, 3.0614438, 3.0614438, 3.0614438, 3.0614438, 3.0897903, 3.0897903, 3.0897903, 3.1181371, 3.146484, 3.146484, 3.2031772, 3.2031772, 3.2031772, 3.2031772, 3.2031772, 3.2031772, 3.2031772, 3.2031772, 3.2031772, 3.2031772, 3.2031772, 3.2031772, 3.2031772, 3.2031772, 3.2031772, 3.2031772, 3.2031772, 3.2031772, 3.2031772, 3.2031772, 3.2031772, 3.2031772, 3.2031772, 3.2031772, 3.2031772, 3.2031772, 3.2031772, 3.2031772, 3.2031772, 3.2031772, 3.2031772];[0.005669500038493425, 0.03175720002036542, 0.05309290002333, 0.06700340000679716, 0.0841142000281252, 0.10089510004036129, 0.11901000002399087, 0.13479400001233444, 0.15107290004380047, 0.1678228000528179, 0.1849485000129789, 0.19964560004882514, 0.21748790005221963, 0.2328478000126779, 0.25015990005340427, 0.26652870001271367, 0.28477140003815293, 0.29969810001784936, 0.31672689999686554, 0.3340201000100933, 0.3507122000446543, 0.36751260003075004, 0.38394910003989935, 0.40019800001755357, 0.41706850001355633, 0.4334265000070445, 0.45081010001013055, 0.4668623000034131, 0.48420610005268827, 0.4996402999968268, 0.5178237000363879, 0.5331017000135034, 0.5527289000456221, 0.5664128000498749, 0.5837323000305332, 0.6013039000099525, 0.617895600036718, 0.6338143000029959, 0.6488897000090219, 0.6657921000150964, 0.6863196000340395, 0.6993773000431247, 0.7213230000343174, 0.7488646000274457, 0.7705253000021912, 0.782721700030379, 0.8017462000134401, 0.8191804000525735, 0.8351097000413574, 0.8514684000401758, 0.8663994000526145, 0.8842206000117585, 0.9026532000279985, 0.9166478000115603, 0.9334563000011258, 0.9501234000199474, 0.9665982000296935, 0.9825393000501208, 1.0005387000273913, 1.0176649000495672, 1.034073900023941, 1.0505882000434212, 1.0669034000020474, 1.0821499000303447, 1.1017070000525564, 1.1170260000508279, 1.13380180002423, 1.1506994000519626, 1.1705252000247128, 1.182520000031218, 1.2013568000402302, 1.2181327000143938, 1.2348390000406653, 1.2507534000324085, 1.2675602000090294, 1.2838204000145197, 1.3015096000162885, 1.3175787000218406, 1.335244900023099, 1.351250900013838, 1.3684989000321366, 1.3839235000195913, 1.4013908000197262, 1.4167045000358485, 1.4343012000317685, 1.449824000010267, 1.4670142999966629, 1.4834027000470087, 1.501713200006634]

